title,url,score,comments,by,hn_url
GPT-6 Astra,https://openai.com/index/gpt-6-astra/,1345,1075,kibae,https://news.ycombinator.com/item?id=49554643
.name Termination,https://neil.fraser.name/news/2026/09/03/,1383,380,pavel_lishin,https://news.ycombinator.com/item?id=49550772
Qwen 3.8 27B available on Cerebras at 1500 tokens/s,https://inference-docs.cerebras.ai/models/overview,457,134,altertable,https://news.ycombinator.com/item?id=49554520
New type of dice guarantees no tie when deciding who goes first,https://www.cbc.ca/lite/story/9.7328614,37,21,colinprince,https://news.ycombinator.com/item?id=49530807
The largest electric aircraft just flew [video],https://www.youtube.com/watch?v=nM86DBOqgPM,207,135,feb,https://news.ycombinator.com/item?id=49526453
Artificial beaver dams saw juvenile coho salmon survival rates go from 8% to 60%,https://www.discoverwildlife.com/animal-facts/artificial-beaver-dams-california,164,55,speckx,https://news.ycombinator.com/item?id=49552572
"Porting my 1993 Amiga game to Godot, with an LLM reading the 68000 assembly",https://babyloniantwins.com/blog/porting-a-1993-amiga-game-to-godot/,205,62,rabahs,https://news.ycombinator.com/item?id=49550375
"Which tools do Claude, Codex and Cursor choose? We measured 17k runs to find out",https://armature.tech/blog/which-tools-coding-agents-install,105,33,screm,https://news.ycombinator.com/item?id=49557206
K2 Horizon: A connected fleet of six open models,https://ifm.ai/blog/k2/,259,84,karimf,https://news.ycombinator.com/item?id=49551760
GPS glitched across the US by as much as 33 feet,https://www.sciencealert.com/gps-glitched-across-the-us-by-as-much-as-33-feet-scientists-have-never-seen-this-before,120,67,thread_id,https://news.ycombinator.com/item?id=49544618
