name,stars,language,description,url,updated_at
codecrafters-io/build-your-own-x,482797,Markdown,Master programming by recreating your favorite technologies from scratch.,https://github.com/codecrafters-io/build-your-own-x,2026-03-24T01:17:31Z
sindresorhus/awesome,448307,N/A,😎 Awesome lists about all kinds of interesting topics,https://github.com/sindresorhus/awesome,2026-03-24T01:10:40Z
freeCodeCamp/freeCodeCamp,438777,TypeScript,"freeCodeCamp.org's open-source codebase and curriculum. Learn math, programming, and computer scienc",https://github.com/freeCodeCamp/freeCodeCamp,2026-03-24T01:01:07Z
public-apis/public-apis,415200,Python,A collective list of free APIs,https://github.com/public-apis/public-apis,2026-03-24T01:15:57Z
EbookFoundation/free-programming-books,384506,Python,:books: Freely available programming books,https://github.com/EbookFoundation/free-programming-books,2026-03-24T01:14:54Z
kamranahmedse/developer-roadmap,351564,TypeScript,"Interactive roadmaps, guides and other educational content to help developers grow in their careers.",https://github.com/kamranahmedse/developer-roadmap,2026-03-24T01:00:59Z
donnemartin/system-design-primer,340005,Python,Learn how to design large-scale systems. Prep for the system design interview.  Includes Anki flashc,https://github.com/donnemartin/system-design-primer,2026-03-24T00:54:38Z
jwasham/coding-interview-university,338163,N/A,A complete computer science study plan to become a software engineer.,https://github.com/jwasham/coding-interview-university,2026-03-24T00:26:24Z
openclaw/openclaw,332353,TypeScript,Your own personal AI assistant. Any OS. Any Platform. The lobster way. 🦞 ,https://github.com/openclaw/openclaw,2026-03-24T01:17:34Z
vinta/awesome-python,288692,Python,"An opinionated list of Python frameworks, libraries, tools, and resources.",https://github.com/vinta/awesome-python,2026-03-24T01:06:23Z
